location,reference_date_base,horizon,target_end_date,target,output_type_base,output_type_id_base,value_base,reference_date_spatial,output_type_spatial,output_type_id_spatial,value_spatial,abs_diff,rel_diff,diff,state_name,region
21,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,899.2987843654595,2025-02-15,quantile,0.5,892.969833045287,6.32895132017245,0.007029834350640788,-6.32895132017245,Kentucky,South
22,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,411.45545585025303,2025-02-15,quantile,0.5,398.706589191162,12.74886665909105,0.030909681223175965,-12.74886665909105,Louisiana,South
23,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,175.49632315120337,2025-02-15,quantile,0.5,191.84226464924177,16.3459414980384,0.09261349588588838,16.3459414980384,Maine,Northeast
24,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,855.2008173030732,2025-02-15,quantile,0.5,873.6088604346371,18.408043131563886,0.021499679467191994,18.408043131563886,Maryland,South
25,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,1415.2721953746552,2025-02-15,quantile,0.5,1462.1760985889175,46.9039032142623,0.033117859241637175,46.9039032142623,Massachusetts,Northeast
26,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,1461.7953283967026,2025-02-15,quantile,0.5,1552.7948989164663,90.99957051976367,0.062209366377662535,90.99957051976367,Michigan,Midwest
27,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,585.9741056003337,2025-02-15,quantile,0.5,671.9172834802869,85.94317787995317,0.14641732413741473,85.94317787995317,Minnesota,Midwest
28,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,325.2064687932701,2025-02-15,quantile,0.5,323.87952152566737,1.3269472676027476,0.004067814082631471,-1.3269472676027476,Mississippi,South
29,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,715.0611891559831,2025-02-15,quantile,0.5,735.5223883061537,20.461199150170614,0.02857465180355341,20.461199150170614,Missouri,Midwest
30,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,149.23853912541972,2025-02-15,quantile,0.5,140.572702068012,8.665837057407714,0.057680519977456914,-8.665837057407714,Montana,West
31,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,255.5850304507181,2025-02-15,quantile,0.5,255.31525148462595,0.26977896609216145,0.0010514212992794895,-0.26977896609216145,Nebraska,Midwest
32,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,191.51934998329804,2025-02-15,quantile,0.5,182.80674201594428,8.712607967353762,0.04525575204835058,-8.712607967353762,Nevada,West
33,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,149.34396988137516,2025-02-15,quantile,0.5,161.52405430402766,12.180084422652499,0.08101478517736936,12.180084422652499,New Hampshire,Northeast
34,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,1667.78965374968,2025-02-15,quantile,0.5,1724.2028736504851,56.41321990080519,0.03380487155708794,56.41321990080519,New Jersey,Northeast
35,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,121.83875188804532,2025-02-15,quantile,0.5,120.29696401284902,1.541787875196306,0.012551315049191353,-1.541787875196306,New Mexico,West
36,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,2199.9726338991645,2025-02-15,quantile,0.5,2556.187018954026,356.2143850548614,0.16184407728132663,356.2143850548614,New York,Northeast
37,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,1863.0058825244123,2025-02-15,quantile,0.5,1975.2518851509096,112.24600262649733,0.06021762252943281,112.24600262649733,North Carolina,South
38,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,117.11767083392697,2025-02-15,quantile,0.5,117.62216003451084,0.5044892005838761,0.004271073049630196,0.5044892005838761,North Dakota,Midwest
39,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,2438.95197402028,2025-02-15,quantile,0.5,2603.225861251185,164.27388723090507,0.06732668879553105,164.27388723090507,Ohio,Midwest
40,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,504.7903734837633,2025-02-15,quantile,0.5,500.22906105656034,4.5613124272029495,0.009018187506784122,-4.5613124272029495,Oklahoma,South
41,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,467.5645074343068,2025-02-15,quantile,0.5,444.9136499258371,22.6508575084697,0.04834095871344966,-22.6508575084697,Oregon,West
42,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,3581.053929203137,2025-02-15,quantile,0.5,3980.1605979538976,399.1066687507605,0.11141838638915905,399.1066687507605,Pennsylvania,Northeast
44,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,154.8343850377753,2025-02-15,quantile,0.5,159.60014221484676,4.765757177071464,0.030582192600921886,4.765757177071464,Rhode Island,Northeast
45,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,977.6764161790816,2025-02-15,quantile,0.5,1012.9882304097572,35.31181423067562,0.036081194608263804,35.31181423067562,South Carolina,South
46,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,159.75012882161582,2025-02-15,quantile,0.5,155.1705808806371,4.579547940978728,0.028488611328334582,-4.579547940978728,South Dakota,Midwest
47,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,768.8602227733359,2025-02-15,quantile,0.5,805.214257735592,36.35403496225615,0.04722160450282102,36.35403496225615,Tennessee,South
48,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,3546.656151920149,2025-02-15,quantile,0.5,3293.9148813925385,252.7412705276106,0.07124176067368192,-252.7412705276106,Texas,South
49,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,181.74613756479735,2025-02-15,quantile,0.5,176.0060903179124,5.740047246884956,0.03140995111237125,-5.740047246884956,Utah,West
50,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,101.7369418965089,2025-02-15,quantile,0.5,105.7603548089742,4.023412912465304,0.03916228026836006,4.023412912465304,Vermont,Northeast
51,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,986.7448008270306,2025-02-15,quantile,0.5,1027.2876906196034,40.54288979257274,0.04104591566427533,40.54288979257274,Virginia,South
53,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,718.3864657294619,2025-02-15,quantile,0.5,672.7295409724392,45.65692475702269,0.0634664772442255,-45.65692475702269,Washington,West
54,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,386.8436198394214,2025-02-15,quantile,0.5,394.5200706148404,7.676450775418971,0.019792644206954455,7.676450775418971,West Virginia,South
55,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,883.7340803609121,2025-02-15,quantile,0.5,943.6086601408824,59.874579779970304,0.06767522706432366,59.874579779970304,Wisconsin,Midwest
56,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,57.39507675174963,2025-02-15,quantile,0.5,59.04075371582403,1.6456769640744042,0.0281817758553609,1.6456769640744042,Wyoming,West
72,2025-02-15,0,2025-02-15,wk inc flu hosp,quantile,0.5,139.818733437131,2025-02-15,quantile,0.5,139.91706510944627,0.0983316723152825,0.0006982854476473687,0.0983316723152825,Puerto Rico,South
01,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,537.1014798967872,2025-02-15,quantile,0.5,528.6216579516703,8.479821945116896,0.015758778338136895,-8.479821945116896,Alabama,South
02,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,25.897440799307223,2025-02-15,quantile,0.5,25.572122282192943,0.3253185171142796,0.012094775839144466,-0.3253185171142796,Alaska,West
04,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,423.29398458841314,2025-02-15,quantile,0.5,429.857680022734,6.5636954343208345,0.015469687699409537,6.5636954343208345,Arizona,West
05,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,403.8141225003781,2025-02-15,quantile,0.5,423.35558464068,19.54146214030186,0.04827267887691741,19.54146214030186,Arkansas,South
06,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,2692.514259060843,2025-02-15,quantile,0.5,2815.238660740256,122.72440167941295,0.04556293001478436,122.72440167941295,California,West
08,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,449.2991301468934,2025-02-15,quantile,0.5,470.97504259391656,21.675912447023165,0.048136696244454664,21.675912447023165,Colorado,West
09,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,430.9696661066755,2025-02-15,quantile,0.5,465.2762262713182,34.30656016464269,0.079418910299527,34.30656016464269,Connecticut,Northeast
10,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,83.14892204640786,2025-02-15,quantile,0.5,93.17925228300166,10.030330236593798,0.11919737047923327,10.030330236593798,Delaware,South
11,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,159.93251788534252,2025-02-15,quantile,0.5,180.98800549431363,21.055487608971106,0.1308342644832801,21.055487608971106,DC,South
12,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,2543.703506087569,2025-02-15,quantile,0.5,2604.781562226957,61.07805613938763,0.024002032454183204,61.07805613938763,Florida,South
13,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,1011.4608099626236,2025-02-15,quantile,0.5,1044.6930538046115,33.23224384198795,0.032823239689855024,33.23224384198795,Georgia,South
15,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,75.7025669676772,2025-02-15,quantile,0.5,75.16458347056111,0.5379834971160875,0.007013891690779999,-0.5379834971160875,Hawaii,West
16,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,100.73550381333226,2025-02-15,quantile,0.5,109.35321217295387,8.617708359621616,0.08470699054514616,8.617708359621616,Idaho,West
17,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,1599.1397264279833,2025-02-15,quantile,0.5,1767.7285988668823,168.588872438899,0.10535884438994746,168.588872438899,Illinois,Midwest
18,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,1239.2531627050494,2025-02-15,quantile,0.5,1319.3358583292284,80.082695624179,0.06456963629063839,80.082695624179,Indiana,Midwest
19,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,449.1405865822283,2025-02-15,quantile,0.5,445.9308547987011,3.209731783527218,0.007130509621222276,-3.209731783527218,Iowa,Midwest
20,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,313.99578761060866,2025-02-15,quantile,0.5,317.6489516949934,3.6531640843847413,0.011597501389131933,3.6531640843847413,Kansas,Midwest
21,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,788.5193953501899,2025-02-15,quantile,0.5,829.0517780301824,40.53238267999245,0.05133804554860161,40.53238267999245,Kentucky,South
22,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,392.499336452207,2025-02-15,quantile,0.5,396.27365002488347,3.7743135726764763,0.009591664389337264,3.7743135726764763,Louisiana,South
23,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,158.80578948995012,2025-02-15,quantile,0.5,188.47314046185167,29.667350971901556,0.1856462839462226,29.667350971901556,Maine,Northeast
24,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,734.9192630940483,2025-02-15,quantile,0.5,794.1205543075633,59.20129121351499,0.08044536158030863,59.20129121351499,Maryland,South
25,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,1217.0616101826377,2025-02-15,quantile,0.5,1373.1515053117173,156.08989512907965,0.1281461412330985,156.08989512907965,Massachusetts,Northeast
26,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,1323.4099523882394,2025-02-15,quantile,0.5,1512.650870918349,189.24091853010964,0.14288696501325843,189.24091853010964,Michigan,Midwest
27,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,516.3193498195319,2025-02-15,quantile,0.5,663.540624011758,147.22127419222613,0.2845848975948505,147.22127419222613,Minnesota,Midwest
28,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,303.94983826470275,2025-02-15,quantile,0.5,322.965778963541,19.01594069883828,0.06235760217827054,19.01594069883828,Mississippi,South
29,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,664.6052097986293,2025-02-15,quantile,0.5,725.387344328099,60.78213452946966,0.09131859792362285,60.78213452946966,Missouri,Midwest
30,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,139.89813265591877,2025-02-15,quantile,0.5,136.10832688615437,3.789805769764399,0.026897487555916158,-3.789805769764399,Montana,West
31,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,224.76894972730585,2025-02-15,quantile,0.5,234.92194649680485,10.152996769498998,0.044970740138368256,10.152996769498998,Nebraska,Midwest
32,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,189.68815705910097,2025-02-15,quantile,0.5,186.91569146628956,2.7724655928114146,0.014539264711400665,-2.7724655928114146,Nevada,West
33,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,136.29309444459236,2025-02-15,quantile,0.5,159.15747621184298,22.86438176725062,0.16653701236574606,22.86438176725062,New Hampshire,Northeast
34,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,1462.284667994432,2025-02-15,quantile,0.5,1585.5621206957578,123.27745270132573,0.08424707467911145,123.27745270132573,New Jersey,Northeast
35,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,120.61215236711602,2025-02-15,quantile,0.5,123.87073048935578,3.2585781222397543,0.026794839650588036,3.2585781222397543,New Mexico,West
36,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,2024.8599228649225,2025-02-15,quantile,0.5,2568.126518441758,543.2665955768355,0.2681659227497629,543.2665955768355,New York,Northeast
37,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,1596.7874998805275,2025-02-15,quantile,0.5,1807.7117231702016,210.92422328967405,0.13201018489971014,210.92422328967405,North Carolina,South
38,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,106.33037048529074,2025-02-15,quantile,0.5,114.62328240859875,8.292911923308012,0.07726528740944323,8.292911923308012,North Dakota,Midwest
39,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,2090.129108079549,2025-02-15,quantile,0.5,2404.374849166705,314.24574108715615,0.15027562854584006,314.24574108715615,Ohio,Midwest
40,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,463.8906981840834,2025-02-15,quantile,0.5,469.76994678304254,5.879248598959123,0.012646518035151369,5.879248598959123,Oklahoma,South
41,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,421.37451927486273,2025-02-15,quantile,0.5,426.4791887999432,5.104669525080453,0.012085647434045516,5.104669525080453,Oregon,West
42,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,3068.0941034682564,2025-02-15,quantile,0.5,3693.12343426741,625.0293307991537,0.2036527097989058,625.0293307991537,Pennsylvania,Northeast
44,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,132.83023925806805,2025-02-15,quantile,0.5,146.5535418226755,13.723302564607451,0.1025426139913303,13.723302564607451,Rhode Island,Northeast
45,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,827.8949482831961,2025-02-15,quantile,0.5,940.5444753169232,112.64952703372717,0.13590326164617894,112.64952703372717,South Carolina,South
46,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,138.73453085243116,2025-02-15,quantile,0.5,143.09653853630513,4.362007683873969,0.031216390517534536,4.362007683873969,South Dakota,Midwest
47,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,705.6966292467895,2025-02-15,quantile,0.5,793.6419840879022,87.9453548411127,0.12444569734943622,87.9453548411127,Tennessee,South
48,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,3248.2621122687215,2025-02-15,quantile,0.5,3040.077441458577,208.18467081014433,0.0640713687037037,-208.18467081014433,Texas,South
49,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,160.71765121294015,2025-02-15,quantile,0.5,167.8521371215364,7.134485908596247,0.044116927590062395,7.134485908596247,Utah,West
50,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,86.94098595761075,2025-02-15,quantile,0.5,97.23546502292258,10.294479065311833,0.11706121955778356,10.294479065311833,Vermont,Northeast
51,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,897.4517792191389,2025-02-15,quantile,0.5,985.274195911324,87.82241669218513,0.09774861458732179,87.82241669218513,Virginia,South
53,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,667.4780778420755,2025-02-15,quantile,0.5,648.2355259834062,19.242551858669344,0.028785613913902046,-19.242551858669344,Washington,West
54,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,344.56705704778574,2025-02-15,quantile,0.5,370.2043976855103,25.63734063772455,0.07418919169190183,25.63734063772455,West Virginia,South
55,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,758.8990030918549,2025-02-15,quantile,0.5,863.1668779927261,104.26787490087122,0.13721280653959161,104.26787490087122,Wisconsin,Midwest
56,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,53.686010203341695,2025-02-15,quantile,0.5,61.99860445484115,8.312594251499455,0.15200586439914568,8.312594251499455,Wyoming,West
72,2025-02-15,1,2025-02-22,wk inc flu hosp,quantile,0.5,139.04540988693216,2025-02-15,quantile,0.5,140.22770881686895,1.1822989299367919,0.008442254058104006,1.1822989299367919,Puerto Rico,South
01,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,497.0344720030163,2025-02-15,quantile,0.5,524.9895990050601,27.95512700204381,0.05613090774542712,27.95512700204381,Alabama,South
02,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,25.3493705870009,2025-02-15,quantile,0.5,25.8685574630067,0.5191868760057972,0.019703957416801858,0.5191868760057972,Alaska,West
04,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,400.9393704897162,2025-02-15,quantile,0.5,433.357006475156,32.4176359854398,0.0806530496028361,32.4176359854398,Arizona,West
05,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,368.36627119001434,2025-02-15,quantile,0.5,416.00502919801,47.63875800799565,0.12897430470441812,47.63875800799565,Arkansas,South
06,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,2477.421991008629,2025-02-15,quantile,0.5,2728.3241064335243,250.90211542489533,0.10123462281045495,250.90211542489533,California,West
08,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,421.1239154527278,2025-02-15,quantile,0.5,466.9442708466793,45.8203553939515,0.10854716758895118,45.8203553939515,Colorado,West
09,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,393.9774422280301,2025-02-15,quantile,0.5,448.35466754602425,54.377225317994146,0.13767172376036818,54.377225317994146,Connecticut,Northeast
10,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,76.44617620815869,2025-02-15,quantile,0.5,87.12362019003851,10.677443981879819,0.1378692209823393,10.677443981879819,Delaware,South
11,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,145.67788268133572,2025-02-15,quantile,0.5,164.37176077484096,18.693878093505248,0.1274485133802929,18.693878093505248,DC,South
12,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,2323.7729933296255,2025-02-15,quantile,0.5,2538.947326360427,215.17433303080134,0.09255713725520388,215.17433303080134,Florida,South
13,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,914.3049669948606,2025-02-15,quantile,0.5,960.2882689396786,45.98330194481798,0.05023823053838642,45.98330194481798,Georgia,South
15,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,71.0290050236338,2025-02-15,quantile,0.5,72.34571782095769,1.3167127973238877,0.018280313561069662,1.3167127973238877,Hawaii,West
16,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,93.17884355115292,2025-02-15,quantile,0.5,110.06770040987452,16.888856858721596,0.17932750309838397,16.888856858721596,Idaho,West
17,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,1420.4245065852965,2025-02-15,quantile,0.5,1598.6437138837043,178.2192072984078,0.12538070539289192,178.2192072984078,Illinois,Midwest
18,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,1080.4603661609335,2025-02-15,quantile,0.5,1215.2691040724858,134.80873791155227,0.12465434899857551,134.80873791155227,Indiana,Midwest
19,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,395.4629765391255,2025-02-15,quantile,0.5,407.0157273382262,11.552750799100693,0.029139545134703373,11.552750799100693,Iowa,Midwest
20,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,283.86534559025074,2025-02-15,quantile,0.5,298.87724966102047,15.01190407076973,0.052698246042053844,15.01190407076973,Kansas,Midwest
21,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,708.3655373315119,2025-02-15,quantile,0.5,753.4886110010974,45.12307366958555,0.06361046779820927,45.12307366958555,Kentucky,South
22,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,373.91599260623417,2025-02-15,quantile,0.5,406.96546981281296,33.049477206578786,0.08815168693347768,33.049477206578786,Louisiana,South
23,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,143.99433190430233,2025-02-15,quantile,0.5,178.3408586316032,34.34652672730087,0.2368818579057967,34.34652672730087,Maine,Northeast
24,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,636.1055494610615,2025-02-15,quantile,0.5,728.3315879826963,92.22603852163479,0.14475786406137944,92.22603852163479,Maryland,South
25,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,1056.7786952554975,2025-02-15,quantile,0.5,1234.7003717636924,177.92167650819488,0.16820311971325855,177.92167650819488,Massachusetts,Northeast
26,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,1197.2567778625637,2025-02-15,quantile,0.5,1429.862515332591,232.6057374700274,0.19412010995251516,232.6057374700274,Michigan,Midwest
27,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,472.0231555789069,2025-02-15,quantile,0.5,628.1006896150665,156.0775340361596,0.3299574919226627,156.0775340361596,Minnesota,Midwest
28,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,285.4733628687625,2025-02-15,quantile,0.5,306.2623511234247,20.78898825466223,0.07256866064781722,20.78898825466223,Mississippi,South
29,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,630.1707758556342,2025-02-15,quantile,0.5,733.1917985795939,103.02102272395962,0.16322210511774915,103.02102272395962,Missouri,Midwest
30,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,124.54803978723274,2025-02-15,quantile,0.5,132.9444386818445,8.396398894611764,0.06687797681940083,8.396398894611764,Montana,West
31,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,200.70936126826976,2025-02-15,quantile,0.5,219.70913218011384,18.99977091184408,0.09419379840569092,18.99977091184408,Nebraska,Midwest
32,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,182.2242270607144,2025-02-15,quantile,0.5,190.12342604507015,7.899198984355735,0.04311219706626571,7.899198984355735,Nevada,West
33,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,121.2887673978158,2025-02-15,quantile,0.5,148.53301616696214,27.24424876914634,0.22278619164193936,27.24424876914634,New Hampshire,Northeast
34,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,1255.9841173803943,2025-02-15,quantile,0.5,1447.6230846235746,191.63896724318033,0.15245933866098776,191.63896724318033,New Jersey,Northeast
35,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,113.73619184958312,2025-02-15,quantile,0.5,124.95528281713716,11.219090967554038,0.09778162223008102,11.219090967554038,New Mexico,West
