feat,importance,b,q_level
location_15,1,0,0.01
location_16,3,0,0.01
location_17,0,0,0.01
location_18,1,0,0.01
location_19,13,0,0.01
location_20,0,0,0.01
location_21,0,0,0.01
location_22,0,0,0.01
location_23,1,0,0.01
location_24,1,0,0.01
location_25,0,0,0.01
location_26,7,0,0.01
location_27,8,0,0.01
location_28,1,0,0.01
location_29,12,0,0.01
location_30,7,0,0.01
location_31,6,0,0.01
location_32,2,0,0.01
location_33,4,0,0.01
location_34,5,0,0.01
location_35,0,0,0.01
location_36,2,0,0.01
location_37,3,0,0.01
location_38,6,0,0.01
location_39,6,0,0.01
location_40,2,0,0.01
location_41,1,0,0.01
location_42,0,0,0.01
location_44,3,0,0.01
location_45,4,0,0.01
location_46,0,0,0.01
location_47,6,0,0.01
location_48,3,0,0.01
location_49,1,0,0.01
location_50,2,0,0.01
location_51,0,0,0.01
location_53,8,0,0.01
location_54,0,0,0.01
location_55,2,0,0.01
location_56,0,0,0.01
location_72,8,0,0.01
delta_xmas,88,0,0.01
inc_trans_cs_taylor_d2_c0_w4t_sNone,27,0,0.01
inc_trans_cs_taylor_d2_c1_w4t_sNone,54,0,0.01
inc_trans_cs_taylor_d2_c2_w4t_sNone,44,0,0.01
inc_trans_cs_taylor_d2_c0_w6t_sNone,35,0,0.01
inc_trans_cs_taylor_d2_c1_w6t_sNone,44,0,0.01
inc_trans_cs_taylor_d2_c2_w6t_sNone,29,0,0.01
inc_trans_cs_taylor_d1_c0_w3t_sNone,12,0,0.01
inc_trans_cs_taylor_d1_c1_w3t_sNone,31,0,0.01
inc_trans_cs_taylor_d1_c0_w5t_sNone,14,0,0.01
inc_trans_cs_taylor_d1_c1_w5t_sNone,46,0,0.01
inc_trans_cs_rollmean_w2,9,0,0.01
inc_trans_cs_rollmean_w4,34,0,0.01
inc_trans_cs_lag1,17,0,0.01
inc_trans_cs_lag2,18,0,0.01
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,9,0,0.01
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,10,0,0.01
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,34,0,0.01
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,19,0,0.01
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,43,0,0.01
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,38,0,0.01
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,14,0,0.01
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,21,0,0.01
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,19,0,0.01
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,24,0,0.01
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,35,0,0.01
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,60,0,0.01
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,5,0,0.01
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,8,0,0.01
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,13,0,0.01
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,16,0,0.01
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,10,0,0.01
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,14,0,0.01
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,22,0,0.01
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,28,0,0.01
inc_trans_cs_rollmean_w2_lag1,6,0,0.01
inc_trans_cs_rollmean_w2_lag2,18,0,0.01
inc_trans_cs_rollmean_w4_lag1,23,0,0.01
inc_trans_cs_rollmean_w4_lag2,31,0,0.01
horizon,117,0,0.01
inc_trans_cs,106,0,0.025
season_week,127,0,0.025
log_pop,128,0,0.025
inc_trans_cs_wave_N,30,0,0.025
inc_trans_cs_wave_NE,50,0,0.025
inc_trans_cs_wave_E,45,0,0.025
inc_trans_cs_wave_SE,46,0,0.025
inc_trans_cs_wave_S,33,0,0.025
inc_trans_cs_wave_SW,49,0,0.025
inc_trans_cs_wave_W,60,0,0.025
inc_trans_cs_wave_NW,30,0,0.025
inc_trans_cs_wave_avg,49,0,0.025
inc_trans_cs_wave_N_lag1,25,0,0.025
inc_trans_cs_wave_N_lag2,31,0,0.025
inc_trans_cs_wave_NE_lag1,31,0,0.025
inc_trans_cs_wave_NE_lag2,68,0,0.025
inc_trans_cs_wave_E_lag1,51,0,0.025
inc_trans_cs_wave_E_lag2,42,0,0.025
inc_trans_cs_wave_SE_lag1,28,0,0.025
inc_trans_cs_wave_SE_lag2,18,0,0.025
inc_trans_cs_wave_S_lag1,16,0,0.025
inc_trans_cs_wave_S_lag2,20,0,0.025
inc_trans_cs_wave_SW_lag1,25,0,0.025
inc_trans_cs_wave_SW_lag2,31,0,0.025
inc_trans_cs_wave_W_lag1,32,0,0.025
inc_trans_cs_wave_W_lag2,37,0,0.025
inc_trans_cs_wave_NW_lag1,32,0,0.025
inc_trans_cs_wave_NW_lag2,32,0,0.025
inc_trans_cs_wave_avg_lag1,35,0,0.025
inc_trans_cs_wave_avg_lag2,40,0,0.025
inc_trans_cs_wave_N_velocity,28,0,0.025
inc_trans_cs_wave_NE_velocity,34,0,0.025
inc_trans_cs_wave_E_velocity,39,0,0.025
inc_trans_cs_wave_SE_velocity,15,0,0.025
inc_trans_cs_wave_S_velocity,26,0,0.025
inc_trans_cs_wave_SW_velocity,40,0,0.025
inc_trans_cs_wave_W_velocity,26,0,0.025
inc_trans_cs_wave_NW_velocity,34,0,0.025
inc_trans_cs_wave_avg_velocity,40,0,0.025
source_flusurvnet,42,0,0.025
source_ilinet,28,0,0.025
source_nhsn,19,0,0.025
agg_level_state,0,0,0.025
location_01,1,0,0.025
location_02,0,0,0.025
location_04,1,0,0.025
location_05,2,0,0.025
location_06,0,0,0.025
location_08,0,0,0.025
location_09,10,0,0.025
location_10,9,0,0.025
location_11,0,0,0.025
location_12,4,0,0.025
location_13,12,0,0.025
location_15,2,0,0.025
location_16,1,0,0.025
location_17,1,0,0.025
location_18,2,0,0.025
location_19,11,0,0.025
location_20,0,0,0.025
location_21,1,0,0.025
location_22,1,0,0.025
location_23,0,0,0.025
location_24,1,0,0.025
location_25,6,0,0.025
location_26,4,0,0.025
location_27,1,0,0.025
location_28,0,0,0.025
location_29,11,0,0.025
location_30,3,0,0.025
location_31,1,0,0.025
location_32,1,0,0.025
location_33,5,0,0.025
location_34,7,0,0.025
location_35,6,0,0.025
location_36,0,0,0.025
location_37,1,0,0.025
location_38,4,0,0.025
location_39,4,0,0.025
location_40,0,0,0.025
location_41,0,0,0.025
location_42,1,0,0.025
location_44,1,0,0.025
location_45,3,0,0.025
location_46,0,0,0.025
location_47,10,0,0.025
location_48,0,0,0.025
location_49,0,0,0.025
location_50,1,0,0.025
location_51,2,0,0.025
location_53,3,0,0.025
location_54,1,0,0.025
location_55,7,0,0.025
location_56,0,0,0.025
location_72,1,0,0.025
delta_xmas,123,0,0.025
inc_trans_cs_taylor_d2_c0_w4t_sNone,28,0,0.025
inc_trans_cs_taylor_d2_c1_w4t_sNone,68,0,0.025
inc_trans_cs_taylor_d2_c2_w4t_sNone,27,0,0.025
inc_trans_cs_taylor_d2_c0_w6t_sNone,30,0,0.025
inc_trans_cs_taylor_d2_c1_w6t_sNone,32,0,0.025
inc_trans_cs_taylor_d2_c2_w6t_sNone,26,0,0.025
inc_trans_cs_taylor_d1_c0_w3t_sNone,17,0,0.025
inc_trans_cs_taylor_d1_c1_w3t_sNone,32,0,0.025
inc_trans_cs_taylor_d1_c0_w5t_sNone,18,0,0.025
inc_trans_cs_taylor_d1_c1_w5t_sNone,31,0,0.025
inc_trans_cs_rollmean_w2,17,0,0.025
inc_trans_cs_rollmean_w4,23,0,0.025
inc_trans_cs_lag1,20,0,0.025
inc_trans_cs_lag2,22,0,0.025
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,10,0,0.025
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,9,0,0.025
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,38,0,0.025
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,17,0,0.025
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,38,0,0.025
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,37,0,0.025
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,9,0,0.025
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,13,0,0.025
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,19,0,0.025
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,16,0,0.025
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,36,0,0.025
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,51,0,0.025
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,5,0,0.025
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,9,0,0.025
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,23,0,0.025
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,14,0,0.025
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,18,0,0.025
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,16,0,0.025
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,19,0,0.025
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,41,0,0.025
inc_trans_cs_rollmean_w2_lag1,5,0,0.025
inc_trans_cs_rollmean_w2_lag2,12,0,0.025
inc_trans_cs_rollmean_w4_lag1,27,0,0.025
inc_trans_cs_rollmean_w4_lag2,35,0,0.025
horizon,108,0,0.025
inc_trans_cs,130,0,0.05
season_week,143,0,0.05
log_pop,98,0,0.05
inc_trans_cs_wave_N,37,0,0.05
inc_trans_cs_wave_NE,54,0,0.05
inc_trans_cs_wave_E,47,0,0.05
inc_trans_cs_wave_SE,31,0,0.05
inc_trans_cs_wave_S,32,0,0.05
inc_trans_cs_wave_SW,59,0,0.05
inc_trans_cs_wave_W,43,0,0.05
inc_trans_cs_wave_NW,36,0,0.05
inc_trans_cs_wave_avg,39,0,0.05
inc_trans_cs_wave_N_lag1,17,0,0.05
inc_trans_cs_wave_N_lag2,31,0,0.05
inc_trans_cs_wave_NE_lag1,37,0,0.05
inc_trans_cs_wave_NE_lag2,50,0,0.05
inc_trans_cs_wave_E_lag1,30,0,0.05
inc_trans_cs_wave_E_lag2,36,0,0.05
inc_trans_cs_wave_SE_lag1,32,0,0.05
inc_trans_cs_wave_SE_lag2,20,0,0.05
inc_trans_cs_wave_S_lag1,19,0,0.05
inc_trans_cs_wave_S_lag2,22,0,0.05
inc_trans_cs_wave_SW_lag1,24,0,0.05
inc_trans_cs_wave_SW_lag2,33,0,0.05
inc_trans_cs_wave_W_lag1,35,0,0.05
inc_trans_cs_wave_W_lag2,38,0,0.05
inc_trans_cs_wave_NW_lag1,31,0,0.05
inc_trans_cs_wave_NW_lag2,25,0,0.05
inc_trans_cs_wave_avg_lag1,40,0,0.05
inc_trans_cs_wave_avg_lag2,41,0,0.05
inc_trans_cs_wave_N_velocity,29,0,0.05
inc_trans_cs_wave_NE_velocity,27,0,0.05
inc_trans_cs_wave_E_velocity,26,0,0.05
inc_trans_cs_wave_SE_velocity,19,0,0.05
inc_trans_cs_wave_S_velocity,23,0,0.05
inc_trans_cs_wave_SW_velocity,31,0,0.05
inc_trans_cs_wave_W_velocity,37,0,0.05
inc_trans_cs_wave_NW_velocity,22,0,0.05
inc_trans_cs_wave_avg_velocity,40,0,0.05
source_flusurvnet,39,0,0.05
source_ilinet,36,0,0.05
source_nhsn,27,0,0.05
agg_level_state,0,0,0.05
location_01,0,0,0.05
location_02,0,0,0.05
location_04,3,0,0.05
location_05,2,0,0.05
location_06,0,0,0.05
location_08,4,0,0.05
location_09,6,0,0.05
location_10,12,0,0.05
location_11,1,0,0.05
location_12,0,0,0.05
location_13,5,0,0.05
location_15,0,0,0.05
location_16,1,0,0.05
location_17,0,0,0.05
location_18,0,0,0.05
location_19,8,0,0.05
location_20,0,0,0.05
location_21,1,0,0.05
location_22,2,0,0.05
location_23,1,0,0.05
location_24,2,0,0.05
location_25,7,0,0.05
location_26,0,0,0.05
location_27,2,0,0.05
location_28,3,0,0.05
location_29,11,0,0.05
location_30,5,0,0.05
location_31,3,0,0.05
location_32,0,0,0.05
location_33,5,0,0.05
location_34,4,0,0.05
location_35,3,0,0.05
location_36,0,0,0.05
location_37,0,0,0.05
location_38,5,0,0.05
location_39,7,0,0.05
location_40,0,0,0.05
location_41,0,0,0.05
location_42,0,0,0.05
location_44,4,0,0.05
location_45,1,0,0.05
location_46,0,0,0.05
location_47,3,0,0.05
location_48,0,0,0.05
location_49,0,0,0.05
location_50,1,0,0.05
location_51,3,0,0.05
location_53,2,0,0.05
location_54,0,0,0.05
location_55,1,0,0.05
location_56,0,0,0.05
location_72,0,0,0.05
delta_xmas,149,0,0.05
inc_trans_cs_taylor_d2_c0_w4t_sNone,24,0,0.05
inc_trans_cs_taylor_d2_c1_w4t_sNone,73,0,0.05
inc_trans_cs_taylor_d2_c2_w4t_sNone,27,0,0.05
inc_trans_cs_taylor_d2_c0_w6t_sNone,31,0,0.05
inc_trans_cs_taylor_d2_c1_w6t_sNone,38,0,0.05
inc_trans_cs_taylor_d2_c2_w6t_sNone,28,0,0.05
inc_trans_cs_taylor_d1_c0_w3t_sNone,26,0,0.05
inc_trans_cs_taylor_d1_c1_w3t_sNone,44,0,0.05
inc_trans_cs_taylor_d1_c0_w5t_sNone,28,0,0.05
inc_trans_cs_taylor_d1_c1_w5t_sNone,36,0,0.05
inc_trans_cs_rollmean_w2,8,0,0.05
inc_trans_cs_rollmean_w4,26,0,0.05
inc_trans_cs_lag1,26,0,0.05
inc_trans_cs_lag2,18,0,0.05
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,14,0,0.05
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,9,0,0.05
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,31,0,0.05
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,26,0,0.05
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,34,0,0.05
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,34,0,0.05
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,8,0,0.05
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,14,0,0.05
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,16,0,0.05
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,17,0,0.05
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,29,0,0.05
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,55,0,0.05
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,7,0,0.05
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,7,0,0.05
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,28,0,0.05
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,7,0,0.05
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,13,0,0.05
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,17,0,0.05
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,21,0,0.05
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,48,0,0.05
inc_trans_cs_rollmean_w2_lag1,9,0,0.05
inc_trans_cs_rollmean_w2_lag2,15,0,0.05
inc_trans_cs_rollmean_w4_lag1,38,0,0.05
inc_trans_cs_rollmean_w4_lag2,46,0,0.05
horizon,91,0,0.05
inc_trans_cs,136,0,0.1
season_week,166,0,0.1
log_pop,104,0,0.1
inc_trans_cs_wave_N,30,0,0.1
inc_trans_cs_wave_NE,33,0,0.1
inc_trans_cs_wave_E,41,0,0.1
inc_trans_cs_wave_SE,30,0,0.1
inc_trans_cs_wave_S,34,0,0.1
inc_trans_cs_wave_SW,47,0,0.1
inc_trans_cs_wave_W,32,0,0.1
inc_trans_cs_wave_NW,22,0,0.1
inc_trans_cs_wave_avg,63,0,0.1
inc_trans_cs_wave_N_lag1,22,0,0.1
inc_trans_cs_wave_N_lag2,33,0,0.1
inc_trans_cs_wave_NE_lag1,28,0,0.1
inc_trans_cs_wave_NE_lag2,47,0,0.1
inc_trans_cs_wave_E_lag1,40,0,0.1
inc_trans_cs_wave_E_lag2,44,0,0.1
inc_trans_cs_wave_SE_lag1,23,0,0.1
inc_trans_cs_wave_SE_lag2,17,0,0.1
inc_trans_cs_wave_S_lag1,15,0,0.1
inc_trans_cs_wave_S_lag2,19,0,0.1
inc_trans_cs_wave_SW_lag1,27,0,0.1
inc_trans_cs_wave_SW_lag2,23,0,0.1
inc_trans_cs_wave_W_lag1,30,0,0.1
inc_trans_cs_wave_W_lag2,35,0,0.1
inc_trans_cs_wave_NW_lag1,27,0,0.1
inc_trans_cs_wave_NW_lag2,29,0,0.1
inc_trans_cs_wave_avg_lag1,44,0,0.1
inc_trans_cs_wave_avg_lag2,42,0,0.1
inc_trans_cs_wave_N_velocity,22,0,0.1
inc_trans_cs_wave_NE_velocity,37,0,0.1
inc_trans_cs_wave_E_velocity,29,0,0.1
inc_trans_cs_wave_SE_velocity,21,0,0.1
inc_trans_cs_wave_S_velocity,20,0,0.1
inc_trans_cs_wave_SW_velocity,28,0,0.1
inc_trans_cs_wave_W_velocity,27,0,0.1
inc_trans_cs_wave_NW_velocity,19,0,0.1
inc_trans_cs_wave_avg_velocity,47,0,0.1
source_flusurvnet,38,0,0.1
source_ilinet,38,0,0.1
source_nhsn,21,0,0.1
agg_level_state,0,0,0.1
location_01,3,0,0.1
location_02,0,0,0.1
location_04,3,0,0.1
location_05,2,0,0.1
location_06,0,0,0.1
location_08,0,0,0.1
location_09,5,0,0.1
location_10,14,0,0.1
location_11,1,0,0.1
location_12,0,0,0.1
location_13,4,0,0.1
location_15,0,0,0.1
location_16,3,0,0.1
location_17,1,0,0.1
location_18,0,0,0.1
location_19,7,0,0.1
location_20,0,0,0.1
location_21,3,0,0.1
location_22,4,0,0.1
location_23,0,0,0.1
location_24,0,0,0.1
location_25,2,0,0.1
location_26,2,0,0.1
location_27,4,0,0.1
location_28,5,0,0.1
location_29,12,0,0.1
location_30,3,0,0.1
location_31,3,0,0.1
location_32,2,0,0.1
location_33,5,0,0.1
location_34,1,0,0.1
location_35,2,0,0.1
location_36,0,0,0.1
location_37,0,0,0.1
location_38,2,0,0.1
location_39,4,0,0.1
location_40,2,0,0.1
location_41,0,0,0.1
location_42,0,0,0.1
location_44,1,0,0.1
location_45,0,0,0.1
location_46,2,0,0.1
location_47,3,0,0.1
location_48,0,0,0.1
location_49,0,0,0.1
location_50,0,0,0.1
location_51,4,0,0.1
location_53,1,0,0.1
location_54,1,0,0.1
location_55,0,0,0.1
location_56,0,0,0.1
location_72,1,0,0.1
delta_xmas,191,0,0.1
inc_trans_cs_taylor_d2_c0_w4t_sNone,33,0,0.1
inc_trans_cs_taylor_d2_c1_w4t_sNone,59,0,0.1
inc_trans_cs_taylor_d2_c2_w4t_sNone,26,0,0.1
inc_trans_cs_taylor_d2_c0_w6t_sNone,36,0,0.1
inc_trans_cs_taylor_d2_c1_w6t_sNone,38,0,0.1
inc_trans_cs_taylor_d2_c2_w6t_sNone,18,0,0.1
inc_trans_cs_taylor_d1_c0_w3t_sNone,13,0,0.1
inc_trans_cs_taylor_d1_c1_w3t_sNone,48,0,0.1
inc_trans_cs_taylor_d1_c0_w5t_sNone,24,0,0.1
inc_trans_cs_taylor_d1_c1_w5t_sNone,67,0,0.1
inc_trans_cs_rollmean_w2,14,0,0.1
inc_trans_cs_rollmean_w4,23,0,0.1
inc_trans_cs_lag1,22,0,0.1
inc_trans_cs_lag2,18,0,0.1
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,10,0,0.1
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,9,0,0.1
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,33,0,0.1
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,20,0,0.1
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,29,0,0.1
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,29,0,0.1
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,11,0,0.1
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,12,0,0.1
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,19,0,0.1
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,24,0,0.1
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,28,0,0.1
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,42,0,0.1
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,6,0,0.1
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,9,0,0.1
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,22,0,0.1
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,14,0,0.1
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,14,0,0.1
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,16,0,0.1
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,29,0,0.1
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,41,0,0.1
inc_trans_cs_rollmean_w2_lag1,9,0,0.1
inc_trans_cs_rollmean_w2_lag2,9,0,0.1
inc_trans_cs_rollmean_w4_lag1,31,0,0.1
inc_trans_cs_rollmean_w4_lag2,36,0,0.1
horizon,126,0,0.1
inc_trans_cs,143,0,0.15
season_week,179,0,0.15
log_pop,103,0,0.15
inc_trans_cs_wave_N,27,0,0.15
inc_trans_cs_wave_NE,35,0,0.15
inc_trans_cs_wave_E,31,0,0.15
inc_trans_cs_wave_SE,33,0,0.15
inc_trans_cs_wave_S,27,0,0.15
inc_trans_cs_wave_SW,49,0,0.15
inc_trans_cs_wave_W,31,0,0.15
inc_trans_cs_wave_NW,19,0,0.15
inc_trans_cs_wave_avg,63,0,0.15
inc_trans_cs_wave_N_lag1,27,0,0.15
inc_trans_cs_wave_N_lag2,25,0,0.15
inc_trans_cs_wave_NE_lag1,20,0,0.15
inc_trans_cs_wave_NE_lag2,33,0,0.15
inc_trans_cs_wave_E_lag1,36,0,0.15
inc_trans_cs_wave_E_lag2,33,0,0.15
inc_trans_cs_wave_SE_lag1,23,0,0.15
inc_trans_cs_wave_SE_lag2,11,0,0.15
inc_trans_cs_wave_S_lag1,12,0,0.15
inc_trans_cs_wave_S_lag2,18,0,0.15
inc_trans_cs_wave_SW_lag1,18,0,0.15
inc_trans_cs_wave_SW_lag2,19,0,0.15
inc_trans_cs_wave_W_lag1,14,0,0.15
inc_trans_cs_wave_W_lag2,39,0,0.15
inc_trans_cs_wave_NW_lag1,24,0,0.15
inc_trans_cs_wave_NW_lag2,27,0,0.15
inc_trans_cs_wave_avg_lag1,59,0,0.15
inc_trans_cs_wave_avg_lag2,57,0,0.15
inc_trans_cs_wave_N_velocity,17,0,0.15
inc_trans_cs_wave_NE_velocity,33,0,0.15
inc_trans_cs_wave_E_velocity,32,0,0.15
inc_trans_cs_wave_SE_velocity,23,0,0.15
inc_trans_cs_wave_S_velocity,30,0,0.15
inc_trans_cs_wave_SW_velocity,24,0,0.15
inc_trans_cs_wave_W_velocity,31,0,0.15
inc_trans_cs_wave_NW_velocity,16,0,0.15
inc_trans_cs_wave_avg_velocity,57,0,0.15
source_flusurvnet,48,0,0.15
source_ilinet,49,0,0.15
source_nhsn,25,0,0.15
agg_level_state,0,0,0.15
location_01,3,0,0.15
location_02,0,0,0.15
location_04,0,0,0.15
location_05,0,0,0.15
location_06,0,0,0.15
location_08,1,0,0.15
location_09,9,0,0.15
location_10,8,0,0.15
location_11,2,0,0.15
location_12,0,0,0.15
location_13,8,0,0.15
location_15,0,0,0.15
location_16,1,0,0.15
location_17,0,0,0.15
location_18,1,0,0.15
location_19,8,0,0.15
location_20,0,0,0.15
location_21,4,0,0.15
location_22,1,0,0.15
location_23,0,0,0.15
location_24,0,0,0.15
location_25,0,0,0.15
location_26,3,0,0.15
location_27,1,0,0.15
location_28,5,0,0.15
location_29,6,0,0.15
location_30,4,0,0.15
location_31,3,0,0.15
location_32,2,0,0.15
location_33,1,0,0.15
location_34,2,0,0.15
location_35,3,0,0.15
location_36,3,0,0.15
location_37,1,0,0.15
location_38,4,0,0.15
location_39,4,0,0.15
location_40,4,0,0.15
location_41,0,0,0.15
location_42,3,0,0.15
location_44,1,0,0.15
location_45,1,0,0.15
location_46,1,0,0.15
location_47,0,0,0.15
location_48,2,0,0.15
location_49,0,0,0.15
location_50,2,0,0.15
location_51,3,0,0.15
location_53,0,0,0.15
location_54,0,0,0.15
location_55,3,0,0.15
location_56,0,0,0.15
location_72,1,0,0.15
delta_xmas,206,0,0.15
inc_trans_cs_taylor_d2_c0_w4t_sNone,28,0,0.15
inc_trans_cs_taylor_d2_c1_w4t_sNone,71,0,0.15
inc_trans_cs_taylor_d2_c2_w4t_sNone,34,0,0.15
inc_trans_cs_taylor_d2_c0_w6t_sNone,37,0,0.15
inc_trans_cs_taylor_d2_c1_w6t_sNone,45,0,0.15
inc_trans_cs_taylor_d2_c2_w6t_sNone,39,0,0.15
inc_trans_cs_taylor_d1_c0_w3t_sNone,17,0,0.15
